Order_ID;Date;Racer_ID;Branch_ID;Product_ID;Quantity;Branch_Location;Branch_Launch_Date;Product_Model;Product_Price
ORD02311;2018-12-02 13:01:50;561310;2149;90038;10;Innsbruck;2018-11-21;Hestra Model 18;1923.33
ORD02311;2018-12-02 13:01:50;561310;2149;99912;10;Innsbruck;2018-11-21;One Way Model 36;1697.44
ORD02311;2018-12-02 13:01:50;561310;2149;54262;3;Innsbruck;2018-11-21;Leki Model 33;908.2
ORD02311;2018-12-02 13:01:50;561310;2149;76803;4;Innsbruck;2018-11-21;Leki Model 3;1789.91
ORD02312;2020-07-10 10:28:55;104539;7859;13748;9;Oslo;2016-05-16;Giro Model 33;679.8
ORD02312;2020-07-10 10:28:55;104539;7859;13561;9;Oslo;2016-05-16;Giro Model 39;1476.62
ORD02313;2018-08-04 15:35:17;194364;4950;20965;7;Denver;2015-07-09;One Way Model 27;1341.87
ORD02313;2018-08-04 15:35:17;194364;4950;64045;5;Denver;2015-07-09;Rossignol Model 33;1365.36
ORD02313;2018-08-04 15:35:17;194364;4950;76557;1;Denver;2015-07-09;One Way Model 6;811.91
ORD02313;2018-08-04 15:35:17;194364;4950;12200;7;Denver;2015-07-09;Head Model 29;2135.68
ORD02313;2018-08-04 15:35:17;194364;4950;43827;1;Denver;2015-07-09;Giro Model 13;615.47
ORD02314;2020-12-28 12:58:18;6190176;4346;70713;4;Zurich;2017-04-03;Salomon Model 35;842.83
ORD02315;2015-09-22 08:06:27;54371;4950;80313;4;Denver;2015-07-09;Kaestle Model 6;2213.06
ORD02316;2019-12-21 19:58:20;54445;2149;39299;7;Innsbruck;2018-11-21;Stoeckli Model 11;4742.54
ORD02316;2019-12-21 19:58:20;54445;2149;92798;9;Innsbruck;2018-11-21;Burton Model 24;1035.13
ORD02316;2019-12-21 19:58:20;54445;2149;75318;5;Innsbruck;2018-11-21;One Way Model 2;1568.41
ORD02316;2019-12-21 19:58:20;54445;2149;36309;10;Innsbruck;2018-11-21;Burton Model 32;1389.05
ORD02316;2019-12-21 19:58:20;54445;2149;75318;10;Innsbruck;2018-11-21;One Way Model 2;1568.41
ORD02317;2019-07-13 10:17:46;54005;2149;65766;9;Innsbruck;2018-11-21;Leki Model 15;1063.37
ORD02317;2019-07-13 10:17:46;54005;2149;99912;10;Innsbruck;2018-11-21;One Way Model 36;1697.44
ORD02317;2019-07-13 10:17:46;54005;2149;18571;6;Innsbruck;2018-11-21;One Way Model 45;711.39
ORD02317;2019-07-13 10:17:46;54005;2149;76803;8;Innsbruck;2018-11-21;Leki Model 3;1789.91
ORD02317;2019-07-13 10:17:46;54005;2149;36309;9;Innsbruck;2018-11-21;Burton Model 32;1389.05
ORD02318;2019-09-15 04:28:36;512182;7859;64384;3;Oslo;2016-05-16;Kaestle Model 49;2015.66
ORD02318;2019-09-15 04:28:36;512182;7859;90038;1;Oslo;2016-05-16;Hestra Model 18;1923.33
ORD02319;2019-02-22 03:35:05;512408;4950;32299;3;Denver;2015-07-09;Smith Model 2;1436.53
ORD02320;2017-06-21 18:38:02;202762;4950;52107;2;Denver;2015-07-09;Atomic Model 6;3783.25
ORD02320;2017-06-21 18:38:02;202762;4950;32399;4;Denver;2015-07-09;One Way Model 8;1773.84
ORD02320;2017-06-21 18:38:02;202762;4950;88069;9;Denver;2015-07-09;Atomic Model 48;3211.28
ORD02321;2017-10-09 16:24:55;54628;4346;58925;6;Zurich;2017-04-03;One Way Model 11;986.52
ORD02321;2017-10-09 16:24:55;54628;4346;69150;10;Zurich;2017-04-03;One Way Model 47;1427.58
ORD02321;2017-10-09 16:24:55;54628;4346;75733;5;Zurich;2017-04-03;One Way Model 22;1303.66
ORD02321;2017-10-09 16:24:55;54628;4346;16655;5;Zurich;2017-04-03;Stoeckli Model 46;4183.17
ORD02321;2017-10-09 16:24:55;54628;4346;13748;3;Zurich;2017-04-03;Giro Model 33;679.8
ORD02322;2024-08-15 08:48:13;6190176;2149;99789;1;Innsbruck;2018-11-21;Leki Model 40;1766.8
ORD02323;2021-09-21 09:31:15;990081;2149;88069;6;Innsbruck;2018-11-21;Atomic Model 48;3211.28
ORD02324;2016-07-15 07:57:27;194298;4950;13748;10;Denver;2015-07-09;Giro Model 33;679.8
ORD02324;2016-07-15 07:57:27;194298;4950;90038;10;Denver;2015-07-09;Hestra Model 18;1923.33
ORD02324;2016-07-15 07:57:27;194298;4950;29830;2;Denver;2015-07-09;POC Model 22;865.98
ORD02324;2016-07-15 07:57:27;194298;4950;60015;5;Denver;2015-07-09;Outdoor Research Model 39;1213.06
ORD02325;2020-08-09 00:52:19;422278;4346;62921;3;Zurich;2017-04-03;Salomon Model 22;1386.25
ORD02325;2020-08-09 00:52:19;422278;4346;69150;2;Zurich;2017-04-03;One Way Model 47;1427.58
ORD02325;2020-08-09 00:52:19;422278;4346;42745;9;Zurich;2017-04-03;Atomic Model 31;-98233.68
ORD02326;2018-10-09 04:54:55;194364;7859;58925;6;Oslo;2016-05-16;One Way Model 11;986.52
ORD02326;2018-10-09 04:54:55;194364;7859;46212;2;Oslo;2016-05-16;Burton Model 6;1055.24
ORD02326;2018-10-09 04:54:55;194364;7859;70713;5;Oslo;2016-05-16;Salomon Model 35;842.83
ORD02326;2018-10-09 04:54:55;194364;7859;16910;9;Oslo;2016-05-16;Burton Model 14;1240.69
ORD02326;2018-10-09 04:54:55;194364;7859;54064;1;Oslo;2016-05-16;Stoeckli Model 48;1374.7
ORD02326;2018-10-09 04:54:55;194364;7859;62921;1;Oslo;2016-05-16;Salomon Model 22;1386.25
ORD02327;2017-10-08 00:20:47;6293445;7859;12200;6;Oslo;2016-05-16;Head Model 29;2135.68
ORD02327;2017-10-08 00:20:47;6293445;7859;42745;5;Oslo;2016-05-16;Atomic Model 31;-98233.68
ORD02327;2017-10-08 00:20:47;6293445;7859;69735;5;Oslo;2016-05-16;Burton Model 44;1907.83
ORD02328;2019-07-28 20:13:08;194364;7859;86820;3;Oslo;2016-05-16;Leki Model 39;1168.75
ORD02328;2019-07-28 20:13:08;194364;7859;52107;4;Oslo;2016-05-16;Atomic Model 6;3783.25
ORD02328;2019-07-28 20:13:08;194364;7859;64045;1;Oslo;2016-05-16;Rossignol Model 33;1365.36
ORD02329;2023-02-13 07:38:25;501987;4346;54262;6;Zurich;2017-04-03;Leki Model 33;908.2
ORD02329;2023-02-13 07:38:25;501987;4346;69735;2;Zurich;2017-04-03;Burton Model 44;1907.83
ORD02330;2016-02-29 04:29:29;512269;4950;48467;1;Denver;2015-07-09;Kaestle Model 33;2975.57
ORD02330;2016-02-29 04:29:29;512269;4950;93763;7;Denver;2015-07-09;Smith Model 41;1536.41
ORD02330;2016-02-29 04:29:29;512269;4950;42606;2;Denver;2015-07-09;Fischer Model 48;989.81
ORD02330;2016-02-29 04:29:29;512269;4950;16655;3;Denver;2015-07-09;Stoeckli Model 46;4183.17
ORD02330;2016-02-29 04:29:29;512269;4950;64384;2;Denver;2015-07-09;Kaestle Model 49;2015.66
ORD02330;2016-02-29 04:29:29;512269;4950;64384;2;Denver;2015-07-09;Kaestle Model 49;2015.66
ORD02331;2020-02-03 18:33:51;511896;7859;64384;1;Oslo;2016-05-16;Kaestle Model 49;2015.66
ORD02331;2020-02-03 18:33:51;511896;7859;43827;7;Oslo;2016-05-16;Giro Model 13;615.47
ORD02331;2020-02-03 18:33:51;511896;7859;39855;1;Oslo;2016-05-16;Leki Model 9;918.31
ORD02331;2020-02-03 18:33:51;511896;7859;35658;4;Oslo;2016-05-16;Hestra Model 42;570.0
ORD02331;2020-02-03 18:33:51;511896;7859;33483;8;Oslo;2016-05-16;Nordica Model 7;1414.99
ORD02331;2020-02-03 18:33:51;511896;7859;18571;10;Oslo;2016-05-16;One Way Model 45;711.39
ORD02332;2017-06-10 01:05:52;422310;4346;28711;3;Zurich;2017-04-03;Nordica Model 29;2712.74
ORD02332;2017-06-10 01:05:52;422310;4346;45222;7;Zurich;2017-04-03;Stoeckli Model 24;3663.69
ORD02332;2017-06-10 01:05:52;422310;4346;16655;6;Zurich;2017-04-03;Stoeckli Model 46;4183.17
ORD02332;2017-06-10 01:05:52;422310;4346;92798;8;Zurich;2017-04-03;Burton Model 24;1035.13
ORD02333;2020-03-23 02:31:02;501987;4950;97054;2;Denver;2015-07-09;Salomon Model 26;1101.68
ORD02333;2020-03-23 02:31:02;501987;4950;86213;10;Denver;2015-07-09;Outdoor Research Model 8;1446.71
ORD02333;2020-03-23 02:31:02;501987;4950;39855;3;Denver;2015-07-09;Leki Model 9;918.31
ORD02333;2020-03-23 02:31:02;501987;4950;13561;5;Denver;2015-07-09;Giro Model 39;1476.62
ORD02334;2020-04-13 05:00:04;512228;7859;76557;10;Oslo;2016-05-16;One Way Model 6;811.91
ORD02334;2020-04-13 05:00:04;512228;7859;82082;2;Oslo;2016-05-16;Smith Model 26;-98731.86
ORD02335;2022-04-13 08:25:56;54609;4346;93763;9;Zurich;2017-04-03;Smith Model 41;1536.41
ORD02335;2022-04-13 08:25:56;54609;4346;12869;1;Zurich;2017-04-03;Fischer Model 35;1477.94
ORD02336;2021-12-31 16:34:51;422278;7859;93763;8;Oslo;2016-05-16;Smith Model 41;1536.41
ORD02337;2017-05-15 13:58:55;512228;7859;76803;3;Oslo;2016-05-16;Leki Model 3;1789.91
ORD02337;2017-05-15 13:58:55;512228;7859;45222;2;Oslo;2016-05-16;Stoeckli Model 24;3663.69
ORD02337;2017-05-15 13:58:55;512228;7859;64384;3;Oslo;2016-05-16;Kaestle Model 49;2015.66
ORD02337;2017-05-15 13:58:55;512228;7859;99789;9;Oslo;2016-05-16;Leki Model 40;1766.8
ORD02337;2017-05-15 13:58:55;512228;7859;60015;10;Oslo;2016-05-16;Outdoor Research Model 39;1213.06
ORD02337;2017-05-15 13:58:55;512228;7859;75318;9;Oslo;2016-05-16;One Way Model 2;1568.41
ORD02338;2017-08-06 11:24:16;194167;4346;19692;4;Zurich;2017-04-03;One Way Model 18;1662.7
ORD02338;2017-08-06 11:24:16;194167;4346;18110;4;Zurich;2017-04-03;Giro Model 14;1773.37
ORD02338;2017-08-06 11:24:16;194167;4346;33483;3;Zurich;2017-04-03;Nordica Model 7;1414.99
ORD02338;2017-08-06 11:24:16;194167;4346;58984;4;Zurich;2017-04-03;Hestra Model 7;1135.1
ORD02338;2017-08-06 11:24:16;194167;4346;54262;8;Zurich;2017-04-03;Leki Model 33;908.2
ORD02338;2017-08-06 11:24:16;194167;4346;36736;1;Zurich;2017-04-03;Hestra Model 2;1254.02
ORD02339;2019-09-27 19:25:33;6532123;4950;54064;8;Denver;2015-07-09;Stoeckli Model 48;1374.7
ORD02339;2019-09-27 19:25:33;6532123;4950;54064;6;Denver;2015-07-09;Stoeckli Model 48;1374.7
ORD02340;2021-12-31 05:54:47;512471;4346;93104;8;Zurich;2017-04-03;Nordica Model 12;1417.48
ORD02340;2021-12-31 05:54:47;512471;4346;12200;9;Zurich;2017-04-03;Head Model 29;2135.68
ORD02340;2021-12-31 05:54:47;512471;4346;69735;3;Zurich;2017-04-03;Burton Model 44;1907.83
ORD02340;2021-12-31 05:54:47;512471;4346;32299;8;Zurich;2017-04-03;Smith Model 2;1436.53
ORD02340;2021-12-31 05:54:47;512471;4346;13748;8;Zurich;2017-04-03;Giro Model 33;679.8
ORD02341;2016-07-29 03:14:05;6190176;7859;39855;9;Oslo;2016-05-16;Leki Model 9;918.31
ORD02341;2016-07-29 03:14:05;6190176;7859;28711;8;Oslo;2016-05-16;Nordica Model 29;2712.74
ORD02341;2016-07-29 03:14:05;6190176;7859;16910;3;Oslo;2016-05-16;Burton Model 14;1240.69
ORD02341;2016-07-29 03:14:05;6190176;7859;52107;5;Oslo;2016-05-16;Atomic Model 6;3783.25
ORD02342;2021-04-30 19:32:19;202762;7859;76557;1;Oslo;2016-05-16;One Way Model 6;811.91
ORD02342;2021-04-30 19:32:19;202762;7859;42606;6;Oslo;2016-05-16;Fischer Model 48;989.81
ORD02342;2021-04-30 19:32:19;202762;7859;44766;4;Oslo;2016-05-16;One Way Model 32;1278.19
ORD02342;2021-04-30 19:32:19;202762;7859;62921;3;Oslo;2016-05-16;Salomon Model 22;1386.25
ORD02343;2022-11-02 09:04:22;53980;4346;33483;2;Zurich;2017-04-03;Nordica Model 7;1414.99
ORD02343;2022-11-02 09:04:22;53980;4346;19692;8;Zurich;2017-04-03;One Way Model 18;1662.7
ORD02344;2020-01-18 04:08:16;6190176;7859;83969;8;Oslo;2016-05-16;One Way Model 9;523.95
ORD02345;2023-04-13 11:49:13;6190179;2149;16655;9;Innsbruck;2018-11-21;Stoeckli Model 46;4183.17
ORD02346;2020-09-02 00:39:21;151238;7859;29830;8;Oslo;2016-05-16;POC Model 22;865.98
ORD02346;2020-09-02 00:39:21;151238;7859;45920;9;Oslo;2016-05-16;POC Model 36;773.35
ORD02346;2020-09-02 00:39:21;151238;7859;42606;3;Oslo;2016-05-16;Fischer Model 48;989.81
ORD02347;2019-04-01 12:41:24;104531;2149;58984;8;Innsbruck;2018-11-21;Hestra Model 7;1135.1
ORD02347;2019-04-01 12:41:24;104531;2149;88069;7;Innsbruck;2018-11-21;Atomic Model 48;3211.28
ORD02347;2019-04-01 12:41:24;104531;2149;42606;3;Innsbruck;2018-11-21;Fischer Model 48;989.81
ORD02347;2019-04-01 12:41:24;104531;2149;64384;1;Innsbruck;2018-11-21;Kaestle Model 49;2015.66
ORD02347;2019-04-01 12:41:24;104531;2149;45222;1;Innsbruck;2018-11-21;Stoeckli Model 24;3663.69
ORD02347;2019-04-01 12:41:24;104531;2149;18110;1;Innsbruck;2018-11-21;Giro Model 14;1773.37
ORD02348;2022-09-21 20:39:39;930024;4346;39855;7;Zurich;2017-04-03;Leki Model 9;918.31
ORD02348;2022-09-21 20:39:39;930024;4346;39855;6;Zurich;2017-04-03;Leki Model 9;918.31
ORD02349;2022-12-01 19:14:46;511852;2149;90356;1;Innsbruck;2018-11-21;Burton Model 23;1406.63
ORD02349;2022-12-01 19:14:46;511852;2149;97054;4;Innsbruck;2018-11-21;Salomon Model 26;1101.68
ORD02349;2022-12-01 19:14:46;511852;2149;90356;6;Innsbruck;2018-11-21;Burton Model 23;1406.63
ORD02350;2019-11-09 00:03:21;512471;4346;28711;10;Zurich;2017-04-03;Nordica Model 29;2712.74
ORD02350;2019-11-09 00:03:21;512471;4346;35658;10;Zurich;2017-04-03;Hestra Model 42;570.0
ORD02350;2019-11-09 00:03:21;512471;4346;64384;4;Zurich;2017-04-03;Kaestle Model 49;2015.66
ORD02350;2019-11-09 00:03:21;512471;4346;14499;8;Zurich;2017-04-03;Smith Model 24;1106.76
ORD02350;2019-11-09 00:03:21;512471;4346;99789;8;Zurich;2017-04-03;Leki Model 40;1766.8
ORD02351;2015-11-15 18:50:35;151238;4950;13748;10;Denver;2015-07-09;Giro Model 33;679.8
ORD02351;2015-11-15 18:50:35;151238;4950;22688;5;Denver;2015-07-09;Smith Model 38;1051.67
ORD02351;2015-11-15 18:50:35;151238;4950;43159;10;Denver;2015-07-09;Giro Model 35;1685.26
ORD02351;2015-11-15 18:50:35;151238;4950;64384;6;Denver;2015-07-09;Kaestle Model 49;2015.66
ORD02351;2015-11-15 18:50:35;151238;4950;88069;7;Denver;2015-07-09;Atomic Model 48;3211.28
ORD02352;2022-05-13 07:17:24;54481;7859;29830;4;Oslo;2016-05-16;POC Model 22;865.98
ORD02352;2022-05-13 07:17:24;54481;7859;16102;5;Oslo;2016-05-16;Hestra Model 33;975.38
ORD02352;2022-05-13 07:17:24;54481;7859;44766;8;Oslo;2016-05-16;One Way Model 32;1278.19
ORD02353;2021-08-26 21:50:28;6292783;7859;80313;8;Oslo;2016-05-16;Kaestle Model 6;2213.06
ORD02353;2021-08-26 21:50:28;6292783;7859;65680;6;Oslo;2016-05-16;Hestra Model 19;1521.06
ORD02353;2021-08-26 21:50:28;6292783;7859;45920;7;Oslo;2016-05-16;POC Model 36;773.35
ORD02353;2021-08-26 21:50:28;6292783;7859;86820;5;Oslo;2016-05-16;Leki Model 39;1168.75
ORD02354;2019-09-03 22:56:00;54481;7859;50764;6;Oslo;2016-05-16;Nordica Model 48;2123.09
ORD02354;2019-09-03 22:56:00;54481;7859;12200;3;Oslo;2016-05-16;Head Model 29;2135.68
ORD02354;2019-09-03 22:56:00;54481;7859;36736;5;Oslo;2016-05-16;Hestra Model 2;1254.02
ORD02354;2019-09-03 22:56:00;54481;7859;93763;9;Oslo;2016-05-16;Smith Model 41;1536.41
ORD02355;2017-07-28 08:34:51;194364;4346;18110;10;Zurich;2017-04-03;Giro Model 14;1773.37
ORD02355;2017-07-28 08:34:51;194364;4346;16655;6;Zurich;2017-04-03;Stoeckli Model 46;4183.17
ORD02355;2017-07-28 08:34:51;194364;4346;54131;7;Zurich;2017-04-03;Smith Model 40;1562.11
ORD02355;2017-07-28 08:34:51;194364;4346;54262;1;Zurich;2017-04-03;Leki Model 33;908.2
ORD02356;2020-12-22 18:53:23;104531;2149;18110;7;Innsbruck;2018-11-21;Giro Model 14;1773.37
ORD02356;2020-12-22 18:53:23;104531;2149;14499;6;Innsbruck;2018-11-21;Smith Model 24;1106.76
ORD02356;2020-12-22 18:53:23;104531;2149;58925;1;Innsbruck;2018-11-21;One Way Model 11;986.52
ORD02356;2020-12-22 18:53:23;104531;2149;90356;6;Innsbruck;2018-11-21;Burton Model 23;1406.63
ORD02357;2020-06-16 16:06:16;512228;7859;70713;4;Oslo;2016-05-16;Salomon Model 35;842.83
ORD02357;2020-06-16 16:06:16;512228;7859;50764;8;Oslo;2016-05-16;Nordica Model 48;2123.09
ORD02358;2022-01-26 12:29:22;511852;4346;39855;8;Zurich;2017-04-03;Leki Model 9;918.31
ORD02359;2020-01-23 15:39:18;6291053;2149;58984;1;Innsbruck;2018-11-21;Hestra Model 7;1135.1
ORD02359;2020-01-23 15:39:18;6291053;2149;80313;3;Innsbruck;2018-11-21;Kaestle Model 6;2213.06
ORD02359;2020-01-23 15:39:18;6291053;2149;93763;2;Innsbruck;2018-11-21;Smith Model 41;1536.41
ORD02359;2020-01-23 15:39:18;6291053;2149;28711;6;Innsbruck;2018-11-21;Nordica Model 29;2712.74
ORD02359;2020-01-23 15:39:18;6291053;2149;64384;3;Innsbruck;2018-11-21;Kaestle Model 49;2015.66
ORD02359;2020-01-23 15:39:18;6291053;2149;50764;4;Innsbruck;2018-11-21;Nordica Model 48;2123.09
ORD02360;2017-05-27 06:02:31;6532084;4346;33483;10;Zurich;2017-04-03;Nordica Model 7;1414.99
ORD02360;2017-05-27 06:02:31;6532084;4346;54262;1;Zurich;2017-04-03;Leki Model 33;908.2
ORD02360;2017-05-27 06:02:31;6532084;4346;12200;2;Zurich;2017-04-03;Head Model 29;2135.68
ORD02360;2017-05-27 06:02:31;6532084;4346;76803;8;Zurich;2017-04-03;Leki Model 3;1789.91
ORD02360;2017-05-27 06:02:31;6532084;4346;46212;9;Zurich;2017-04-03;Burton Model 6;1055.24
ORD02361;2023-10-16 07:53:56;194298;2149;76235;3;Innsbruck;2018-11-21;Outdoor Research Model 33;613.02
ORD02361;2023-10-16 07:53:56;194298;2149;90038;2;Innsbruck;2018-11-21;Hestra Model 18;1923.33
ORD02361;2023-10-16 07:53:56;194298;2149;16776;8;Innsbruck;2018-11-21;POC Model 13;-98208.9
ORD02362;2023-01-22 04:53:20;990081;2149;42606;7;Innsbruck;2018-11-21;Fischer Model 48;989.81
ORD02362;2023-01-22 04:53:20;990081;2149;11802;2;Innsbruck;2018-11-21;Atomic Model 28;1602.82
ORD02362;2023-01-22 04:53:20;990081;2149;76803;10;Innsbruck;2018-11-21;Leki Model 3;1789.91
ORD02362;2023-01-22 04:53:20;990081;2149;76803;1;Innsbruck;2018-11-21;Leki Model 3;1789.91
ORD02363;2021-05-23 03:28:59;6531444;2149;54131;1;Innsbruck;2018-11-21;Smith Model 40;1562.11
ORD02363;2021-05-23 03:28:59;6531444;2149;93763;5;Innsbruck;2018-11-21;Smith Model 41;1536.41
ORD02363;2021-05-23 03:28:59;6531444;2149;43159;10;Innsbruck;2018-11-21;Giro Model 35;1685.26
ORD02363;2021-05-23 03:28:59;6531444;2149;54131;3;Innsbruck;2018-11-21;Smith Model 40;1562.11
ORD02363;2021-05-23 03:28:59;6531444;2149;76557;4;Innsbruck;2018-11-21;One Way Model 6;811.91
ORD02364;2022-06-06 19:57:21;203096;4346;20965;1;Zurich;2017-04-03;One Way Model 27;1341.87
ORD02364;2022-06-06 19:57:21;203096;4346;99912;8;Zurich;2017-04-03;One Way Model 36;1697.44
ORD02364;2022-06-06 19:57:21;203096;4346;54064;7;Zurich;2017-04-03;Stoeckli Model 48;1374.7
ORD02364;2022-06-06 19:57:21;203096;4346;42606;9;Zurich;2017-04-03;Fischer Model 48;989.81
ORD02364;2022-06-06 19:57:21;203096;4346;36736;2;Zurich;2017-04-03;Hestra Model 2;1254.02
ORD02365;2022-02-17 21:42:45;194167;4346;93104;10;Zurich;2017-04-03;Nordica Model 12;1417.48
ORD02366;2018-07-29 10:05:17;6530104;7859;36309;4;Oslo;2016-05-16;Burton Model 32;1389.05
ORD02366;2018-07-29 10:05:17;6530104;7859;65680;6;Oslo;2016-05-16;Hestra Model 19;1521.06
ORD02366;2018-07-29 10:05:17;6530104;7859;54262;1;Oslo;2016-05-16;Leki Model 33;908.2
ORD02366;2018-07-29 10:05:17;6530104;7859;44766;9;Oslo;2016-05-16;One Way Model 32;1278.19
ORD02366;2018-07-29 10:05:17;6530104;7859;65766;7;Oslo;2016-05-16;Leki Model 15;1063.37
ORD02367;2022-01-19 05:26:39;51215;7859;76557;9;Oslo;2016-05-16;One Way Model 6;811.91
ORD02367;2022-01-19 05:26:39;51215;7859;39299;7;Oslo;2016-05-16;Stoeckli Model 11;4742.54
ORD02367;2022-01-19 05:26:39;51215;7859;33483;1;Oslo;2016-05-16;Nordica Model 7;1414.99
ORD02367;2022-01-19 05:26:39;51215;7859;16910;5;Oslo;2016-05-16;Burton Model 14;1240.69
ORD02367;2022-01-19 05:26:39;51215;7859;64045;10;Oslo;2016-05-16;Rossignol Model 33;1365.36
ORD02368;2020-03-02 00:50:52;422310;7859;13748;3;Oslo;2016-05-16;Giro Model 33;679.8
ORD02368;2020-03-02 00:50:52;422310;7859;16910;5;Oslo;2016-05-16;Burton Model 14;1240.69
ORD02368;2020-03-02 00:50:52;422310;7859;45920;8;Oslo;2016-05-16;POC Model 36;773.35
ORD02368;2020-03-02 00:50:52;422310;7859;45920;4;Oslo;2016-05-16;POC Model 36;773.35
ORD02368;2020-03-02 00:50:52;422310;7859;54064;7;Oslo;2016-05-16;Stoeckli Model 48;1374.7
ORD02368;2020-03-02 00:50:52;422310;7859;63351;2;Oslo;2016-05-16;One Way Model 20;1371.03
ORD02369;2019-04-23 19:18:34;54445;4346;64045;2;Zurich;2017-04-03;Rossignol Model 33;1365.36
ORD02369;2019-04-23 19:18:34;54445;4346;60993;10;Zurich;2017-04-03;Fischer Model 25;1417.27
ORD02369;2019-04-23 19:18:34;54445;4346;28711;5;Zurich;2017-04-03;Nordica Model 29;2712.74
ORD02369;2019-04-23 19:18:34;54445;4346;60993;9;Zurich;2017-04-03;Fischer Model 25;1417.27
ORD02370;2017-06-02 10:39:41;512269;4346;18110;7;Zurich;2017-04-03;Giro Model 14;1773.37
ORD02371;2022-04-26 11:43:50;54628;2149;76557;3;Innsbruck;2018-11-21;One Way Model 6;811.91
ORD02371;2022-04-26 11:43:50;54628;2149;75733;1;Innsbruck;2018-11-21;One Way Model 22;1303.66
ORD02372;2021-06-01 14:11:15;194364;4346;90038;5;Zurich;2017-04-03;Hestra Model 18;1923.33
ORD02373;2019-03-13 07:24:17;54005;4346;76557;10;Zurich;2017-04-03;One Way Model 6;811.91
ORD02373;2019-03-13 07:24:17;54005;4346;16910;10;Zurich;2017-04-03;Burton Model 14;1240.69
ORD02373;2019-03-13 07:24:17;54005;4346;92798;7;Zurich;2017-04-03;Burton Model 24;1035.13
ORD02373;2019-03-13 07:24:17;54005;4346;18571;7;Zurich;2017-04-03;One Way Model 45;711.39
ORD02373;2019-03-13 07:24:17;54005;4346;16910;5;Zurich;2017-04-03;Burton Model 14;1240.69
ORD02374;2017-04-15 20:06:08;511852;7859;11802;8;Oslo;2016-05-16;Atomic Model 28;1602.82
ORD02374;2017-04-15 20:06:08;511852;7859;54064;7;Oslo;2016-05-16;Stoeckli Model 48;1374.7
ORD02374;2017-04-15 20:06:08;511852;7859;75318;3;Oslo;2016-05-16;One Way Model 2;1568.41
ORD02374;2017-04-15 20:06:08;511852;7859;58984;10;Oslo;2016-05-16;Hestra Model 7;1135.1
ORD02374;2017-04-15 20:06:08;511852;7859;18571;8;Oslo;2016-05-16;One Way Model 45;711.39
ORD02374;2017-04-15 20:06:08;511852;7859;29830;2;Oslo;2016-05-16;POC Model 22;865.98
ORD02375;2019-05-22 22:43:38;934643;2149;99789;8;Innsbruck;2018-11-21;Leki Model 40;1766.8
ORD02375;2019-05-22 22:43:38;934643;2149;93104;6;Innsbruck;2018-11-21;Nordica Model 12;1417.48
